Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date
MH170250,West Nile virus,GenBank,set:MH170250,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11015,complete,"USA: CO, Wellington, Larimer County",USA,CO,Culex tarsalis,,2008
MH170251,West Nile virus,GenBank,set:MH170251,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11016,complete,"USA: CO, Weld County",USA,CO,Culex tarsalis,,2007
MH170252,West Nile virus,GenBank,set:MH170252,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11014,complete,"USA: CO, Weld County",USA,CO,Culex tarsalis,,2007
MH170253,West Nile virus,GenBank,set:MH170253,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11005,complete,"USA: CO, Wellington, Larimer County",USA,CO,Culex pipiens,,2008
MH170254,West Nile virus,GenBank,set:MH170254,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11016,complete,"USA: CO, Ft. Collins (80526)",USA,CO,Spinus tristis,,2003
MH170255,West Nile virus,GenBank,set:MH170255,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11018,complete,"USA: CO, Scarborough Forth Collins",USA,CO,Culex pipiens,,2008
MH170256,West Nile virus,GenBank,set:MH170256,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11014,complete,"USA: CO, Fort Collins",USA,CO,Corvus brachyrhynchos,,2003
MH170257,West Nile virus,GenBank,set:MH170257,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11017,complete,"USA: GA, Lawnder County",USA,GA,Culex nigripalpus,,2005
MH170258,West Nile virus,GenBank,set:MH170258,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11010,complete,"USA: GA, Garden City, Chatham",USA,GA,Culex quinquefasciatus,,2007
MH170259,West Nile virus,GenBank,set:MH170259,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11011,complete,"USA: GA, Atlanta, Fulton County",USA,GA,Culex quinquefasciatus,,2009
MH170260,West Nile virus,GenBank,set:MH170260,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11012,complete,"USA: GA, Atlanta, Fulton County",USA,GA,Culex quinquefasciatus,,2009
MH170261,West Nile virus,GenBank,set:MH170261,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11015,complete,"USA: GA, Decatur, Dekalb County",USA,GA,Culex quinquefasciatus,,2008
MH170262,West Nile virus,GenBank,set:MH170262,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11015,complete,"USA: GA, Valdasta, Lowndes",USA,GA,Culex quinquefasciatus,,2009
MH170263,West Nile virus,GenBank,set:MH170263,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11014,complete,"USA: GA, Wane County",USA,GA,Cyanocitta cristata,,2001
MH170264,West Nile virus,GenBank,set:MH170264,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11009,complete,"USA: GA, Muscogee County",USA,GA,Baeolophus bicolor,,2002
MH170265,West Nile virus,GenBank,set:MH170265,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11006,complete,"USA: GA, Chattron County",USA,GA,Culex quinquefasciatus,,2004
MH170266,West Nile virus,GenBank,set:MH170266,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11004,complete,"USA: GA, Atlanta, Fulton County",USA,GA,Culex quinquefasciatus,,2007
MH170267,West Nile virus,GenBank,set:MH170267,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11012,complete,"USA: GA, Norcross, Gwinnett",USA,GA,Cyanocitta cristata,,2007
MH170268,West Nile virus,GenBank,set:MH170268,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11014,complete,"USA: GA, Savannah, Chatham",USA,GA,Cyanocitta cristata,,2007
MH170269,West Nile virus,GenBank,set:MH170269,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11011,complete,"USA: GA, Dekalb County",USA,GA,Cyanocitta cristata,,2005
MH170270,West Nile virus,GenBank,set:MH170270,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11001,complete,"USA: GA, Henry County",USA,GA,Corvus brachyrhynchos,,2004
MH170271,West Nile virus,GenBank,set:MH170271,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11011,complete,"USA: GA, Decatur, Dekalb County",USA,GA,Culex,,2008
MH170272,West Nile virus,GenBank,set:MH170272,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11005,complete,"USA: GA, Garden City, Chatham",USA,GA,Culex,,2007
MH170273,West Nile virus,GenBank,set:MH170273,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11014,complete,"USA: GA, Lowndes County",USA,GA,Corvus brachyrhynchos,,2001
MH170274,West Nile virus,GenBank,set:MH170274,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11018,complete,"USA: GA, Fulton County",USA,GA,Cyanocitta cristata,,2002
MH170275,West Nile virus,GenBank,set:MH170275,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11021,complete,"USA: GA, Dekalb County County",USA,GA,Corvus brachyrhynchos,,2002
MH170276,West Nile virus,GenBank,set:MH170276,"Swetnam,D., Widen,S.G., Wood,T.G., Reyna,M., Wilkerson,L., Debboun,M., Symonds,D.A., Mead,D.G., Beaty,B.J., Guzman,H., Tesh,R.B., Barrett,A.D.T., Swetnam,D.M.","University of Texas Medical Branch, Microbiology and Immunology",USA,11/19/18,,Orthoflavivirus nilense,11019,complete,"USA: GA, Dekalb County County",USA,GA,Corvus brachyrhynchos,,2001
MH244510,West Nile virus,GenBank,set:MH244510,"Drzewniokova,P., Barzon,L., Franchin,E., Bakonyi,T., Csank,T.","University of Padua, Department of Molecular Medicine",Italy,6/18/18,,Orthoflavivirus nilense,11025,complete,Slovakia: Velky Biel,Slovakia,,Accipiter gentilis,brain,2014
MH244511,West Nile virus,GenBank,set:MH244511,"Drzewniokova,P., Barzon,L., Franchin,E., Bakonyi,T., Csank,T.","University of Padua, Department of Molecular Medicine",Italy,6/18/18,,Orthoflavivirus nilense,11026,complete,Slovakia: Velky Biel,Slovakia,,Accipiter gentilis,brain,2013
MH244512,West Nile virus,GenBank,set:MH244512,"Drzewniokova,P., Barzon,L., Franchin,E., Bakonyi,T., Csank,T.","University of Padua, Department of Molecular Medicine",Italy,6/18/18,,Orthoflavivirus nilense,11013,complete,Slovakia: Velky Biel,Slovakia,,Accipiter gentilis,brain,2013
MH244513,West Nile virus,GenBank,set:MH244513,"Drzewniokova,P., Barzon,L., Franchin,E., Bakonyi,T., Csank,T.","University of Padua, Department of Molecular Medicine",Italy,6/18/18,,Orthoflavivirus nilense,11012,complete,Slovakia: Secovce,Slovakia,,Accipiter nisus,brain,2013
MF984344,West Nile virus,GenBank,set:MF984344,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,4/4/18,,Orthoflavivirus nilense,11024,complete,Austria,Austria,,Accipiter gentilis,brain,2015
MF984345,West Nile virus,GenBank,set:MF984345,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,4/4/18,,Orthoflavivirus nilense,11013,complete,Austria,Austria,,Falco,brain,2015
MF984349,West Nile virus,GenBank,set:MF984349,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,4/4/18,,Orthoflavivirus nilense,10720,complete,Austria,Austria,,Equus caballus,blood,2016
MF984350,West Nile virus,GenBank,set:MF984350,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,4/4/18,,Orthoflavivirus nilense,10979,complete,Austria,Austria,,Equus caballus,brain,2016
MF984351,West Nile virus,GenBank,set:MF984351,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,4/4/18,,Orthoflavivirus nilense,10980,complete,Austria,Austria,,Culex pipiens,,2016
MF984352,West Nile virus,GenBank,set:MF984352,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,4/4/18,,Orthoflavivirus nilense,10800,complete,Austria,Austria,,Culex pipiens,,2016
MF984337,West Nile virus,GenBank,set:MF984337,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,10990,complete,Austria,Austria,,Homo sapiens,blood,2015
MF984338,West Nile virus,GenBank,set:MF984338,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,10836,complete,Austria,Austria,,Homo sapiens,blood,2015
MF984339,West Nile virus,GenBank,set:MF984339,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,10831,complete,Austria,Austria,,Homo sapiens,blood,2015
MF984340,West Nile virus,GenBank,set:MF984340,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,10831,complete,Austria,Austria,,Homo sapiens,blood,2015
MF984341,West Nile virus,GenBank,set:MF984341,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,10658,complete,Austria,Austria,,Homo sapiens,blood,2015
MF984342,West Nile virus,GenBank,set:MF984342,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,10831,complete,Austria,Austria,,Homo sapiens,blood,2015
MF984343,West Nile virus,GenBank,set:MF984343,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,11013,complete,Austria,Austria,,Homo sapiens,urine,2015
MF984346,West Nile virus,GenBank,set:MF984346,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,10829,complete,Austria,Austria,,Homo sapiens,blood,2016
MF984347,West Nile virus,GenBank,set:MF984347,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,10991,complete,Austria,Austria,,Homo sapiens,blood,2016
MF984348,West Nile virus,GenBank,set:MF984348,"Kolodziejek,J., Jungbauer,C., Aberle,S.W., Allerberger,F., Bago,Z., Camp,J.V., Dimmel,K., de Heus,P., Kolodziejek,M., Schiefer,P., Seidel,B., Stiasny,K., Nowotny,N., Camp,J., Schmoll,F.","University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",Austria,3/28/18,,Orthoflavivirus nilense,10832,complete,Austria,Austria,,Homo sapiens,blood,2016
MH021189,West Nile virus,GenBank,set:MH021189,"Wollants,E., Smolders,D., Naesens,R., Bruynseels,P., Lagrou,K., Matthijnssens,J., Van Ranst,M.","Rega institute KULeuven, Clinical and Epidemiological Virology",Belgium,3/24/18,WNV/Belgium/2017/Antwerpen,Orthoflavivirus nilense,11060,complete,Belgium,Belgium,,Homo sapiens,,2017-10
LC318700,West Nile virus,GenBank,set:LC318700,"Orba,Y., Hang'ombe,B.M., Mweene,A.S., Wada,Y., Anindita,P.D., Phongphaew,W., Qiu,Y., Kajihara,M., Mori-Kajihara,A., Eto,Y., Sasaki,M., Hall,W.W., Eshita,Y., Sawa,H., Simulundu,E., Ndashe,K., Chambaro,H.M., Squarre,D., Reilly,P.M., Chitanga,S., Changula,K., Mukubesa,A.N., Ndebe,J., Tembo,J., Kapata,N., Bates,M., Sinkala,Y., Nalubamba,K.S., Takada,A.","Hokkaido University, Division of Molecular Pathobiology; N20W4 Kita-ku, Sapporo, Hokkaido 001-0020",Japan,3/3/18,,Orthoflavivirus nilense,11050,complete,Zambia:Mongu district,Zambia,,Culex quinquefasciatus,,5/16/16
MG004528,West Nile virus,GenBank,set:MG004528,"Hepp,C., Hager-Cocking,J., Valentine,M., Townsend,J., Will,J., Smith,K., Young,S., Engelthaler,D.","Northern Arizona University, School of Informatics, Computing, and Cyber Systems",USA,11/18/17,RT121,Orthoflavivirus nilense,10803,complete,USA: AZ,USA,AZ,Culex tarsalis,pooled insects,6/9/15
MG004529,West Nile virus,GenBank,set:MG004529,"Hepp,C., Hager-Cocking,J., Valentine,M., Townsend,J., Will,J., Smith,K., Young,S., Engelthaler,D.","Northern Arizona University, School of Informatics, Computing, and Cyber Systems",USA,11/18/17,RT263,Orthoflavivirus nilense,10803,complete,USA: AZ,USA,AZ,Culex quinquefasciatus,pooled insects,6/26/14
MG004530,West Nile virus,GenBank,set:MG004530,"Hepp,C., Hager-Cocking,J., Valentine,M., Townsend,J., Will,J., Smith,K., Young,S., Engelthaler,D.","Northern Arizona University, School of Informatics, Computing, and Cyber Systems",USA,11/18/17,RT279,Orthoflavivirus nilense,10803,complete,USA: AZ,USA,AZ,Culex tarsalis,pooled insects,10/20/16
MG004531,West Nile virus,GenBank,set:MG004531,"Hepp,C., Hager-Cocking,J., Valentine,M., Townsend,J., Will,J., Smith,K., Young,S., Engelthaler,D.","Northern Arizona University, School of Informatics, Computing, and Cyber Systems",USA,11/18/17,RT335,Orthoflavivirus nilense,10803,complete,USA: AZ,USA,AZ,Culex tarsalis,pooled insects,5/11/16
MG004532,West Nile virus,GenBank,set:MG004532,"Hepp,C., Hager-Cocking,J., Valentine,M., Townsend,J., Will,J., Smith,K., Young,S., Engelthaler,D.","Northern Arizona University, School of Informatics, Computing, and Cyber Systems",USA,11/18/17,RT395,Orthoflavivirus nilense,10803,complete,USA: AZ,USA,AZ,Culex quinquefasciatus,pooled insects,8/5/15
MG004533,West Nile virus,GenBank,set:MG004533,"Hepp,C., Hager-Cocking,J., Valentine,M., Townsend,J., Will,J., Smith,K., Young,S., Engelthaler,D.","Northern Arizona University, School of Informatics, Computing, and Cyber Systems",USA,11/18/17,RT406,Orthoflavivirus nilense,10803,complete,USA: AZ,USA,AZ,Culex quinquefasciatus,pooled insects,6/3/14
MG004534,West Nile virus,GenBank,set:MG004534,"Hepp,C., Hager-Cocking,J., Valentine,M., Townsend,J., Will,J., Smith,K., Young,S., Engelthaler,D.","Northern Arizona University, School of Informatics, Computing, and Cyber Systems",USA,11/18/17,RT443,Orthoflavivirus nilense,10803,complete,USA: AZ,USA,AZ,Culex quinquefasciatus,pooled insects,6/28/16
